t,m,j,apple,arhar (tur),banana,besan,"biscuits, chocolates",black pepper,bread (bakery),brinjal,cabbage,"cake, pastry, prepared sweets",candle ,cauliflower,chicken,chillis (green),chira,cooked meals,"cooked snacks purchased [samosa, puri, paratha,",curry powder,dhania,dry chillies,dung cake,eggs,electricity ,firewood & chips,fish ( fresh ),french beans and barbati,garlic,ginger,goat meat,"gourd, pumpkin",gram (split),gram (whole),groundnut,guava,gur,jeera,kerosene-other sources,kerosene-pds ,lady's finger,leaf tobacco,lemon,lpg,maida,maize & products,masur,matches ,milk: liquid,moong,muri,mustard oil,oilseeds,onion,"orange,mausami",other fresh fruits,other fuel ,other packaged processed food,other served processed food,other spices,other tobacco products ,other vegetables,palak,pan : finished,"papad, bhujia, namkeen, mixture, chanachur",parwal / patal,peas-vegetables,potato,radish,"raisin (kishmish, monacca etc.)","refined oil [sunflower, soyabean, saffola, etc.]",rice - P.D.S.,rice - other sources,salt ,"sewai, noodles",sugar - other sources,"suji, rawa",tea : cups,tea : leaf,tomato,turmeric,"vanaspati, margarine",wheat/atta - P.D.S.,wheat/atta - other sources
1,1,470441101,2639.9953253984145,1659.125400193446,,726.4656635884425,,,640.6736893746864,2804.5047265993003,3002.372977899459,,,3585.9134759840795,1594.0471390059238,392.3821541171835,2311.470056288757,,,,,,,,,58098.62454435981,1968.0938466450368,1933.6822595814576,,,1457.189550308279,3643.0922480183217,1251.568593561089,1078.537471696395,527.8058364449474,1833.1110704037576,813.5833505346543,,,,2980.4524248525336,,,12737.784210375794,1210.1515336808823,1528.4937011038098,1584.5286569520135,,,1367.903755882346,1283.5360308397283,3055.0838614306113,,4898.776609177153,,,,,,,,,3119.1649095942134,,,2789.2491387195228,1935.8823963617715,11730.261271679032,2420.7520186281163,303.8855144958697,833.7104242443124,15255.969904385167,23685.100334727656,1279.287734726737,646.2710954986048,3484.1983207302424,913.2608037376291,,,2807.114108884848,,695.1231545733817,10352.186017538159,23221.854218810644
1,1,470441102,1042.3423382231952,1136.653879872368,,448.7042962639404,,,520.619697012509,1903.6142964783426,2050.762277387093,,,2517.4829973395035,1040.8654011371807,246.9870725581552,1637.0860779169684,,,,,,,,,54776.33656447713,1183.8959499763014,1056.2926573745076,,,884.9425622624711,2448.24582655308,1064.2906739606335,923.5226714865581,243.24467916463198,1143.916694163424,434.3562930573632,,,,1660.659953183641,,,11768.946366785665,821.2232438145172,1546.3230279847955,1400.5072674883704,,,956.6024120355363,826.9022225179085,2112.2445841359477,,3464.550183840654,,,,,,,,,2165.5933237017557,,,1598.249082708144,1443.1892484837517,9120.519063044416,1584.1024157474858,142.7076577592681,478.15767233837795,13945.997435779342,17635.15155971654,1071.8801303044854,451.07697908077256,1976.9604596662746,591.1103294041864,,,1435.1395137486672,,364.1103787361377,9155.209341788715,17634.644634165674
1,1,470441201,1047.2699111776867,1482.0812434469149,,636.1190699137794,,,722.342601400127,2724.9219813097457,3024.971186722245,,,3735.577433837149,1563.2102705777888,363.5918268403138,2172.1892407013856,,,,,,,,,74955.49603245767,1635.2194685345519,1818.2991682208938,,,1511.9415579824315,3305.5940043161418,1374.931706721352,1179.8389241853215,379.644809897466,1610.4561546707769,794.7097800842689,,,,2319.834733546725,,,14144.35597988005,1120.5993008084758,2242.7853622446282,2061.8981736025503,,,1336.9796424385718,1290.5318596533725,3343.1465982380555,,4585.876283952315,,,,,,,,,3033.6854282444783,,,2063.308297793374,1478.8684948783837,16061.559015804745,1950.2300025267139,143.364059289576,741.2171921022564,14916.948800227961,34166.190464689644,1687.1090397800117,501.18076925507086,3182.1265111373777,812.9899326785588,,,1850.2495149955525,,493.759679057154,10389.639345073769,34192.79441269237
1,1,470441202,1368.9476448724654,1495.0429452038807,,627.0904760381774,,,670.9253930980263,2597.196392087928,2752.571948960032,,,3305.341657270163,1555.6602803894066,360.7694715367298,2019.386593227991,,,,,,,,,65233.62929569339,1633.058870681427,1570.516548227285,,,1176.3791810999223,3476.9191076817974,1416.9866171905999,1084.3121693565183,356.0457804270458,1585.4905200073113,795.2067410849867,,,,2510.480091793542,,,13146.636303685504,1106.9290213195454,2011.0877930712566,1876.4569658558344,,,1213.711538087908,1098.3933242932349,3017.548857532808,,4392.919604526551,,,,,,,,,2964.756682480497,,,2259.53312394437,2222.8875914549367,13685.071957540558,2220.6207542726793,198.5955092807917,662.3673350777611,15696.816503986178,29960.88254068388,1471.9304347440716,580.9364735358633,3083.6686133966264,799.3481569454325,,,2171.984761791241,,521.7767508411183,10814.96099702328,28368.36116653472
1,1,470441203,1178.2267152698598,1569.226731908097,,536.378371622402,,,566.0392378616194,2397.1893580432616,2426.329423015753,,,3067.599117023219,1416.4684965822612,301.69656506132026,1912.1507996316216,,,,,,,,,61176.886155609754,1587.8221048415107,1113.0505551741694,,,1164.7660980353485,2723.410475024463,1407.5067498596234,1107.7884614957368,273.4847218950895,1415.787743931578,632.5874091804792,,,,2264.7634655206784,,,13768.286010889118,1056.2582625391394,2382.2780091268583,1845.4442524433803,,,1229.5277067304276,998.3569791733535,2933.259803964478,,4405.531339029781,,,,,,,,,2522.025219973122,,,1896.1830284246637,1846.2782445835235,12520.874042288136,2104.4987267910724,157.84543995856697,668.4614083279554,15399.580213025905,30914.45078968651,1521.5747024847096,508.11653625119203,3047.975724969649,716.2161421937058,,,1757.4533622214997,,557.292136357471,10384.087530265142,30632.773949518312
1,1,470441204,890.2874087211216,1246.2514368664727,,473.6434203693834,,,614.4315459797901,2234.4230892821915,2358.5165848377083,,,3160.98997773723,1133.3431493879748,287.73691859696777,1588.4372608050596,,,,,,,,,62207.68723416161,1273.5837085419023,1222.7951177221623,,,1072.23628196151,2654.4133260894337,1122.2701180238994,863.9040212071922,334.29993817298185,1222.380390821679,558.9999943480435,,,,1760.69325492376,,,12421.86447826886,919.0880234209553,1941.305760122519,1605.3956933069041,,,1080.536261633512,982.3794172201048,2452.6540959827025,,3311.9084520879383,,,,,,,,,2323.2919611663015,,,1600.0993757416247,1473.2123341030535,11142.802235357794,1756.0154803766263,136.33367503027512,583.3067566484451,15081.40998380572,23698.00519759261,1269.2105764961793,426.95109950851753,2354.1179222675473,642.0766226674697,,,1511.2967536671279,,387.4938569746001,10441.711311242752,22925.082580899572
1,1,470441301,1863.6298281512259,2388.708447008964,,1220.9434603411219,,,1008.6786316806543,4333.758029556913,5188.310012541867,,,7583.925234150953,2724.0382394758926,534.746938280003,3656.036210094695,,,,,,,,,107207.2512314179,2829.2702452640324,1979.3752466880374,,,2699.062511431192,4876.888589848725,2278.6372634276117,1923.9433652264458,641.2410165056024,1987.3845126146296,1298.4858140998792,,,,3876.2964215028373,,,17260.72232064612,1972.0045108802628,3163.0405927773563,3056.743930914175,,,2051.497584646232,2212.300335107116,5329.096937743548,,7096.987511427371,,,,,,,,,4476.188537441295,,,2879.0525570720533,2376.1729046474466,26773.293457366977,3159.6088780104656,294.33786207310317,1153.101474537398,14031.97207254963,90759.60613147369,2938.6418325592804,790.7204853394564,5421.291874452035,1131.3021808802941,,,2874.9947695552987,,725.9938216202861,12939.023423411569,84396.83787495688
1,1,470441302,480.30035353822836,963.0004233518616,,371.88226360661304,,,535.0558786474536,2024.9354036196057,2294.8849854171513,,,2892.6081122016167,925.6370097607725,240.53277459676076,1330.9138608814208,,,,,,,,,62632.39921494986,926.7927378687306,1112.9009451874695,,,885.7413165166533,2365.798217162609,1088.2769591804113,898.308071481488,183.03292122562345,877.8546042466692,609.4158825762529,,,,1402.3783666195336,,,11628.517887322174,883.2796336816422,2444.8337880525846,1727.1723283050892,,,916.4185404030877,830.7385740629664,2202.3017772655244,,2624.727410330542,,,,,,,,,2119.6607127743773,,,1218.3248989341741,1105.0922956241218,11244.485563764909,1578.6764090400243,70.51177659297804,511.72249263591226,13973.875803884272,24335.960304875218,1292.7585790703674,309.96763445106393,1853.8634095644159,498.3913982737312,,,1008.8273502372231,,367.7642756275361,10051.875377285187,24381.008433007828
1,1,470471101,481.5724994815708,525.2602411475071,,168.0355372642748,,,400.2567104381447,1030.0541356801498,1286.2662406399163,,,1781.4989227607862,450.43593494117687,126.09470201958457,675.3851379847814,,,,,,,,,33227.53209261126,454.7824628174176,544.3779307406566,,,389.3869583397515,1496.4683843004161,586.6206969073954,418.45018646031514,123.4268402115148,497.3272954256542,192.29145584968177,,,,873.8903698140128,,,7149.398763711152,509.97613470570025,863.7316240785673,668.0520988046709,,,449.83659562529874,352.7191334563492,766.7994115576154,,1145.0514622410876,,,,,,,,,1170.702079642232,,,822.3271998656413,698.6398551220628,3326.4081677090126,860.3678431020589,79.63420054209035,205.58094647653851,10545.27483412517,5873.415664514138,448.6915790708024,215.98549963105845,638.2584967928814,266.5325684102285,,,635.1405125496826,,193.15241467904087,7856.604732026936,5985.429270460216
1,1,470471102,1814.2375332709803,925.2962507436289,,415.00280065171074,,,738.7910230994505,1794.4948490352358,2052.376524546479,,,2739.6892607119303,872.5080078440204,227.02807258890138,1342.609652323228,,,,,,,,,37987.01152335585,1009.6635997104488,1262.5080015137196,,,787.3572781087614,2439.397518408682,844.0883245332653,705.2103204769047,356.1406366803109,966.5440643820793,357.7049717922785,,,,1740.736415033816,,,8913.540304771575,768.9018606817033,741.7119729930996,886.7977258081801,,,757.2051414952555,672.6859860711758,1337.0649683831466,,2367.2243943755057,,,,,,,,,2047.288411928542,,,1633.4455736799546,1279.8618160649971,5210.264287414759,1505.7969680170104,255.42742831071513,399.98550872168636,11040.575148141805,8581.709311990851,594.8534156161672,458.520996363695,1266.9297721364035,525.91621524171,,,1518.2609189777575,,377.389678768132,8647.869783892238,8375.319822340363
1,1,470471201,1087.7531186346694,1240.5444434385163,,395.5610957933804,,,630.4292371374127,2077.1008089170855,2424.014257912385,,,3092.084549825147,1144.6752689464304,278.3280787303092,1497.8917913856749,,,,,,,,,59446.63114908695,1209.1914182714602,1155.3432116670383,,,1071.8949228709369,2922.3246237582653,1100.6959667656902,848.7440487351972,355.40883600901117,1570.9410877662083,589.3227741902787,,,,2007.8235572175843,,,12784.855061821789,875.79508245595,1993.4386487456188,1500.7263602524058,,,1011.5330327801848,824.1566773761281,2367.6950432173694,,3212.144130705894,,,,,,,,,2384.3871241852007,,,1891.026348689029,1350.8248784139066,9862.406309104954,1785.1890618684845,150.81365981829592,593.0721916113029,16475.46239180775,22329.79250009401,1182.0216681609559,431.41307019295306,2487.321833876536,698.1336739764769,,,1689.9614228099306,,494.76894870920677,11184.22869361006,21718.49654371171
